DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1016/j.sbspro.2017.02.043,,,Quality Issues of Online Distance Learning,"Abstract   Despite a rapid development of online tertiary education, it is clear that educators and students encounter certain barriers that affect the overall quality of distance learning. This paper aims to present the results of the survey conducted at the Ural State University of Economics and Ural Federal University (Yekaterinburg, Russia) on student-focused quality indicators: interaction and collaboration; instructional design and delivery; student assessment; student support services. Over 800 degree students (n = 830) involved in distance learning programs responded to a 26-question on-line survey to identify the areas that the university administrators, staff, and technicians can improve upon to ensure high quality of online distance education delivery. We found that although degree students overall positively evaluate their distance learning experiences; they face some learning challenges especially in regard to effective teaching practices and communication patterns. The findings support the prediction that the faculty plays crucial role in knowledge construction and can be of use for all tertiary sector stakeholders in exploring solutions to maximize the ICT potential in distance tertiary education.","Petri Ihantola,Petri Ihantola,Andrew Petersen",Procedia - Social and Behavioral Sciences,2017
10.1145/3017680.3017785,,,Using Programming Process Data to Detect Differences in Students' Patterns of Programming,"Analyzing the process data of students as they complete programming assignments has the potential to provide computing educators with insights into their students and the processes by which they learn to program. In prior work, we developed a statistical model that accurately predicts students' homework grades. In this paper, we investigate the relationship between the paths that students take through the programming states on which our statistical model is based, and their overall course achievement. Examining the frequency of the most common transition paths revealed significant differences between students who earned A's, B's, and C's in a CS 2 course. Our results indicate that a) students of differing achievement levels approach programming tasks differently, and b) these differences can be automatically detected, opening up the possibility that they could be leveraged for pedagogical gain.","Petri Ihantola,Tuukka Ahoniemi,Ville Karavirta,Otto Seppälä",,2017
,,,Cleaning large correlation matrices: tools from random matrix theory,"This review covers recent results concerning the estimation of large covariance matrices using tools from Random Matrix Theory (RMT). We introduce several RMT methods and analytical techniques, such as the Replica formalism and Free Probability, with an emphasis on the Marchenko-Pastur equation that provides information on the resolvent of multiplicatively corrupted noisy matrices. Special care is devoted to the statistics of the eigenvectors of the empirical correlation matrix, which turn out to be crucial for many applications. We show in particular how these results can be used to build consistent ""Rotationally Invariant"" estimators (RIE) for large correlation matrices when there is no prior on the structure of the underlying process. The last part of this review is dedicated to some real-world applications within financial markets as a case in point. We establish empirically the efficacy of the RIE framework, which is found to be superior in this case to all previously proposed methods. The case of additively (rather than multiplicatively) corrupted noisy matrices is also dealt with in a special Appendix. Several open problems and interesting technical developments are discussed throughout the paper.","Phil Sands,Aman Yadav",,2017
10.1109/ijcnn.2017.7965922,,,Machine learning approaches to predict learning outcomes in Massive open online courses,"With the rapid advancements in technology, Massive Open Online Courses (MOOCs) have become the most popular form of online educational delivery, largely due to the removal of geographical and financial barriers for participants. A large number of learners globally enrol in such courses. Despite the flexible accessibility, results indicate that the completion rate is quite low. Educational Data Mining and Learning Analytics are emerging fields of research that aim to enhance the delivery of education through the application of various statistical and machine learning approaches. An extensive literature survey indicates that no significant research is available within the area of MOOC data analysis, in particular considering the behavioural patterns of users. In this paper, therefore, two sets of features, based on learner behavioural patterns, were compared in terms of their suitability for predicting the course outcome of learners participating in MOOCs. Our Exploratory Data Analysis demonstrates that there is strong correlation between click stream actions and successful learner outcomes. Various Machine Learning algorithms have been applied to enhance the accuracy of classifier models. Simulation results from our investigation have shown that Random Forest achieved viable performance for our prediction problem, obtaining the highest performance of the models tested. Conversely, Linear Discriminant Analysis achieved the lowest relative performance, though represented only a marginal reduction in performance relative to the Random Forest.","Phillip L. Ackerman,Ruth Kanfer,Charles Calderwood",,2017
10.1145/3120259,,,Blending Measures of Programming and Social Behavior into Predictive Models of Student Achievement in Early Computing Courses,"Analyzing the process data of students as they complete programming assignments has the potential to provide computing educators with insights into both their students and the processes by which they learn to program. In prior research, we explored the relationship between (a) students’ programming behaviors and course outcomes, and (b) students’ participation within an online social learning environment and course outcomes. In both studies, we developed statistical measures derived from our data that significantly correlate with students’ course grades. Encouraged both by social theories of learning and a desire to improve the accuracy of our statistical models, we explore here the impact of incorporating our predictive measure derived from social behavior into three separate predictive measures derived from programming behaviors. We find that, in combining the measures, we are able to improve the overall predictive power of each measure. This finding affirms the importance of social interaction in the learning process, and provides evidence that predictive models derived from multiple sources of learning process data can provide significantly better predictive power by accounting for multiple factors responsible for student success.","Qian Ren,Xiao Peng,Xiaoyu Liu,Qiao Zheng,Ting He,Die Hu,Xuelian Jiang,Linglin Zhang",ACM Transactions on Computing Education,2017
10.1109/icbdaa.2017.8284117,,,Identifying at-risk students in online learning by analysing learning behaviour: A systematic review,"As the development of online learning is growing, a large amount of log data on student activity is available and accumulated in Learning Management Systems (LMS). This massive volume of data can be analysed in order to discover hidden information about students' learning behaviours and, in particular, to identify at-risk students and to advise instructors to provide additional assistance and interventions to help those who are at risk, to increase retention rates. As a result, Learning Analytics (LA) has emerged, which aims to measure, analyse and report students' learning behaviours using data analytics techniques. In this regard, this paper aims to provide an overview of how at-risk students are identified or predicted by analysing their learning behaviours in online learning, including the types of data and tools or analytics methods used. The findings indicate that most of the data analytics techniques have successfully identified and predicted at-risk students and various types of data are determined as attributes in predicting at-risk students. Finally, further research should be conducted to identify and predict at-risk students, since there are diverse students in online learning who have different demands, and interventions should be developed to tackle the problems faced by at-risk students in order to enhance their learning performances.",R. Dale Wilson,,2017
10.2197/ipsjjip.26.170,,,Predicting Students' Academic Performance Using Multiple Linear Regression and Principal Component Analysis,,R. Dale Wilson,Journal of Information Processing,2018
10.1109/eecs.2017.45,,,Educational Process Mining: A Systematic Literature Review,"Process mining (PM) is an emerging research discipline that is concerned with obtaining fact-based insights on how business processes are executed within an organization. It combines model-based and data-oriented analysis techniques to discover, monitor and improve executed processes by extracting knowledge from event logs generated and stored in information systems. When process mining techniques are applied to educational data, they are often referred to as Educational Process Mining (EPM), and in different case studies EPM results were promising. This paper presents a systematic review of the current status of research in this important area. We examined the literature on research with associated case studies conducted in the domain during the past eight years (2009-2016). Search terms identified 59 papers, but inclusion and exclusion criteria limited the key studies to 37. The research questions, methodologies and findings of these published papers were analysed carefully. This paper aims to highlight the use of process mining to improve educational processes, and to provide researchers with a comprehensive background for understanding the current work being undertaken in this field.","R. Paul Wiegand,Anthony Bucci,Amruth N. Kumar,Jennifer Albert,Alessio Gaspar",,2017
10.1109/tlt.2018.2856808,,,Prediction in MOOCs: A Review and Future Research Directions,"This paper surveys the state of the art on prediction in MOOCs through a systematic literature review (SLR). The main objectives are: first, to identify the characteristics of the MOOCs used for prediction, second, to describe the prediction outcomes, third, to classify the prediction features, fourth, to determine the techniques used to predict the variables, and, fifth, to identify the metrics used to evaluate the predictive models. Results show there is strong interest in predicting dropouts in MOOCs. A variety of predictive models are used, though regression and support vector machines stand out. There is also wide variety in the choice of prediction features, but clickstream data about platform use stands out. Future research should focus on developing and applying predictive models that can be used in more heterogeneous contexts (in terms of platforms, thematic areas, and course durations), on predicting new outcomes and making connections among them (e.g., predicting learners’ expectancies), on enhancing the predictive power of current models by improving algorithms or adding novel higher-order features (e.g., efficiency, constancy, etc.).","R. Wes Crues,Genevieve M. Henricks,Michelle Perry,Suma Bhat,Carolyn J. Anderson,Carolyn J. Anderson,Najmuddin Shaik,Lawrence Angrave",IEEE Transactions on Learning Technologies,2019
10.1038/s41598-019-41695-z,30914743,,From Louvain to Leiden: guaranteeing well-connected communities.,"Community detection is often used to understand the structure of large and complex networks. One of the most popular algorithms for uncovering community structure is the so-called Louvain algorithm. We show that this algorithm has a major defect that largely went unnoticed until now: the Louvain algorithm may yield arbitrarily badly connected communities. In the worst case, communities may even be disconnected, especially when running the algorithm iteratively. In our experimental analysis, we observe that up to 25% of the communities are badly connected and up to 16% are disconnected. To address this problem, we introduce the Leiden algorithm. We prove that the Leiden algorithm yields communities that are guaranteed to be connected. In addition, we prove that, when the Leiden algorithm is applied iteratively, it converges to a partition in which all subsets of all communities are locally optimally assigned. Furthermore, by relying on a fast local move approach, the Leiden algorithm runs faster than the Louvain algorithm. We demonstrate the performance of the Leiden algorithm for several benchmark and real-world networks. We find that the Leiden algorithm is faster than the Louvain algorithm and uncovers better partitions, in addition to providing explicit guarantees.","Raghad Al-Shabandar,Abir Jaafar Hussain,Andy Laws,Robert Keight,Janet Lunn,Naeem Radi",Scientific Reports,2019
,,,Predicting Math Performance Using Natural Language Processing Tools.,"A number of studies have demonstrated links between linguistic knowledge and performance in math. Studies examining these links in first language speakers of English have traditionally relied on correlational analyses between linguistic knowledge tests and standardized math tests. For second language (L2) speakers, the majority of studies have compared math performance between proficient and non-proficient speakers of English. In this study, we take a novel approach and examine the linguistic features of student language while they are engaged in collaborative problem solving within an on-line math tutoring system. We transcribe the students' speech and use natural language processing tools to extract linguistic information related to text cohesion, lexical sophistication, and sentiment. Our criterion variables are individuals' pretest and posttest math performance scores. In addition to examining relations between linguistic features of student language production and math scores, we also control for a number of non-linguistic factors including gender, age, grade, school, and content focus (procedural versus conceptual). Linear mixed effect modeling indicates that non-linguistic factors are not predictive of math scores. However, linguistic features related to cohesion affect and lexical proficiency explained approximately 30% of the variance (R2 = .303) in the math scores.","Rakesh Agrawal,Rakesh Agrawal,Rakesh Agrawal,Rakesh Agrawal,Ramakrishnan Srikant",,2017
10.1038/s41598-019-40831-z,,,Preoperative Prediction of Axillary Lymph Node Metastasis in Breast Cancer Using Mammography-Based Radiomics Method,"It is difficult to accurately assess axillary lymph nodes metastasis and the diagnosis of axillary lymph nodes in patients with breast cancer is invasive and has low-sensitivity preoperatively. This study aims to develop a mammography-based radiomics nomogram for the preoperative prediction of ALN metastasis in patients with breast cancer. This study enrolled 147 patients with clinicopathologically confirmed breast cancer and preoperative mammography. Features were extracted from each patient’s mammography images. The least absolute shrinkage and selection operator regression method was used to select features and build a signature in the primary cohort. The performance of the signature was assessed using support vector machines. We developed a nomogram by incorporating the signature with the clinicopathologic risk factors. The nomogram performance was estimated by its calibration ability in the primary and validation cohorts. The signature was consisted of 10 selected ALN-status-related features. The AUC of the signature from the primary cohort was 0.895 (95% CI, 0.887–0.909) and 0.875 (95% CI, 0.698–0.891) for the validation cohort. The C-Index of the nomogram from the primary cohort was 0.779 (95% CI, 0.752–0.793) and 0.809 (95% CI, 0.794–0.833) for the validation cohort. Our nomogram is a reliable and non-invasive tool for preoperative prediction of ALN status and can be used to optimize current treatment strategy for breast cancer patients.","RaychevVeselin,VechevMartin,YahavEran",Scientific Reports,2019
10.1145/3324888,,,Failure rates in introductory programming: 12 years later,,Raymond Lister,ACM Inroads,2019
10.12693/aphyspola.129.1071,,,Key Courses of Academic Curriculum Uncovered by Data Mining of Students' Grades,"Learning is a complex cognitive process that depends not only on an individual capability of knowledge absorption but it can be also influenced by various group interactions and by the structure of an academic curriculum. We have applied methods of statistical analyses and data mining (Principal Component Analysis and Maximal Spanning Tree) for anonymized students' scores at Faculty of Physics, Warsaw University of Technology. A slight negative linear correlation exists between mean and variance of course grades, i.e. courses with higher mean scores tend to possess a lower scores variance. 
There are courses playing a central role, e.g. their scores are highly correlated to other scores and they are in the centre of corresponding Maximal Spanning Trees. Other courses contribute significantly to students' score variance as well to the first principal component and they are responsible for differentiation of students' scores. Correlations of the first principal component to courses' mean scores and scores variance suggest that this component can be used for assigning ECTS points to a given course. The analyse is independent from declared curricula of considered courses. The proposed methodology is universal and can be applied for analysis of student's scores and academic curriculum at any faculty.",Raymond Lister,Acta Physica Polonica A,2016
10.5281/zenodo.3554603,,,Next-Term Student Performance Prediction: A Recommender Systems Approach,"An enduring issue in higher education is student retention to successful graduation. National statistics indicate that most higher education institutions have four-year degree completion rates around 50%, or just half of their student populations. While there are prediction models which illuminate what factors assist with college student success, interventions that support course selections on a semester-to-semester basis have yet to be deeply understood. To further this goal, we develop a system to predict students' grades in the courses they will enroll in during the next enrollment term by learning patterns from historical transcript data coupled with additional information about students, courses and the instructors teaching them.  We explore a variety of classic and state-of-the-art techniques which have proven effective for recommendation tasks in the e-commerce domain. In our experiments, Factorization Machines (FM), Random Forests (RF), and the Personalized Multi-Linear Regression model achieve the lowest prediction error. Application of a novel feature selection technique is key to the predictive success and interpretability of the FM. By comparing feature importance across populations and across models, we uncover strong connections between instructor characteristics and student performance. We also discover key differences between transfer and non-transfer students. Ultimately we find that a hybrid FM-RF method can be used to accurately predict grades for both new and returning students taking both new and existing courses. Application of these techniques holds promise for student degree planning, instructor interventions, and personalized advising, all of which could improve retention and academic performance.",Reinhard Pekrun,,2016
10.1038/s41598-019-52748-8,31729413,,Contrasting Computational Models of Mate Preference Integration Across 45 Countries,"Humans express a wide array of ideal mate preferences. Around the world, people desire romantic partners who are intelligent, healthy, kind, physically attractive, wealthy, and more. In order for these ideal preferences to guide the choice of actual romantic partners, human mating psychology must possess a means to integrate information across these many preference dimensions into summaries of the overall mate value of their potential mates. Here we explore the computational design of this mate preference integration process using a large sample of n=14,487 people from 45 countries around the world. We combine this large cross-cultural sample with agent-based models to compare eight hypothesized models of human mating markets. Across cultures, people higher in mate value appear to experience greater power of choice on the mating market in that they set higher ideal standards, better fulfill their preferences in choice, and pair with higher mate value partners. Furthermore, we find that this cross-culturally universal pattern of mate choice is most consistent with a Euclidean model of mate preference integration.","Ricardo Caceffo,Pablo Frank-Bolton,Renan Souza,Rodolfo Azevedo,Rodolfo Azevedo",Scientific Reports,2019
10.1038/s41598-019-55421-2,31827214,,"Potential chiral fluorescent molecular probes based on an α,β-unsaturated ketone for anion detection","A series of potential chiral compounds containing an α,β-unsaturated ketone was developed for anion detection. The interplay of compounds and biological momentous anions (Cl−, H2PO4−, I−, AcO−, HS−, F−, and Br−) was evaluated by UV-vis experiments, fluorescence experiments, and electrochemical tests. By comparison, compound 1 had the best selectivity and compound 5 had the strongest binding ability among the five compounds. And compound 5 had the highest sensitivity to H2PO4− among the measured anions, and it also can be applied to actual samples, the content of H2PO4− tested in the potassium dihydrogen phosphate fertilizer solution reached above 97.5% of the marked content, and the recovery rates were within the range of 98.5–99.1%, attesting that this method was reliable for the test of H2PO4− in fertilizer. Through HRMS titration, circular dichroism and optical rotation experiments, the probable interacted mechanism was proved that the interaction site was the C=C of the α,β-unsaturated ketone structure. In addition, the interacted mechanism was researched from the perspective of chirality. Furthermore, theoretical investigation analysis was introduced to reveal that the roles of molecular frontier orbitals in molecular interplay were determined. Therefore, this series of potential chiral compounds has potential application prospects in anion recognition.","Ricardo Caceffo,Steve Wolfman,Kellogg S. Booth,Rodolfo Azevedo",Scientific Reports,2019
,,,Predicting Student Performance in Interactive Online Question Pools Using Mouse Interaction Features,"Modeling student learning and further predicting the performance is a well-established task in online learning and is crucial to personalized education by recommending different learning resources to different students based on their needs. Interactive online question pools (e.g., educational game platforms), an important component of online education, have become increasingly popular in recent years. However, most existing work on student performance prediction targets at online learning platforms with a well-structured curriculum, predefined question order and accurate knowledge tags provided by domain experts. It remains unclear how to conduct student performance prediction in interactive online question pools without such well-organized question orders or knowledge tags by experts. In this paper, we propose a novel approach to boost student performance prediction in interactive online question pools by further considering student interaction features and the similarity between questions. Specifically, we introduce new features (e.g., think time, first attempt, and first drag-and-drop) based on student mouse movement trajectories to delineate students' problem-solving details. In addition, heterogeneous information network is applied to integrating students' historical problem-solving information on similar questions, enhancing student performance predictions on a new question. We evaluate the proposed approach on the dataset from a real-world interactive question pool using four typical machine learning models.","Richard Bornat,Saeed Dehnadi,Simon",arXiv: Human-Computer Interaction,2020
10.3390/electronics9020219,,,A Novel PCA-Firefly Based XGBoost Classification Model for Intrusion Detection in Networks Using GPU,"The enormous popularity of the internet across all spheres of human life has introduced various risks of malicious attacks in the network. The activities performed over the network could be effortlessly proliferated, which has led to the emergence of intrusion detection systems. The patterns of the attacks are also dynamic, which necessitates efficient classification and prediction of cyber attacks. In this paper we propose a hybrid principal component analysis (PCA)-firefly based machine learning model to classify intrusion detection system (IDS) datasets. The dataset used in the study is collected from Kaggle. The model first performs One-Hot encoding for the transformation of the IDS datasets. The hybrid PCA-firefly algorithm is then used for dimensionality reduction. The XGBoost algorithm is implemented on the reduced dataset for classification. A comprehensive evaluation of the model is conducted with the state of the art machine learning approaches to justify the superiority of our proposed approach. The experimental results confirm the fact that the proposed model performs better than the existing machine learning models.","Richard D. De Veaux,Mahesh Agarwal,Maia Averett,Benjamin S. Baumer,Andrew Bray,Andrew Bray,Thomas C. Bressoud,Lance Bryant,Lei Zhang Cheng,Amanda Francis,Robert G. Gould,Albert Y. Kim,Albert Y. Kim,Albert Kim,Matt Kretchmar,Qin Lu,Qin Lu,Ann Moskol,Deborah Nolan,Roberto Pelayo,Sean Raleigh,Ricky J. Sethi,Mutiara Sondjaja,Neelesh Tiruviluamala,Paul X. Uhlig,Talitha M. Washington,Curtis L. Wesley,David White,David White,David White,Ping Ye",Electronics,2020
10.1145/3375462.3375474,,,Supporting actionable intelligence: reframing the analysis of observed study strategies,"Models and processes developed in learning analytics research are increasing in sophistication and predictive power. However, the ability to translate analytic findings to practice remains problematic. This study aims to address this issue by establishing a model of learner behaviour that is both predictive of student course performance, and easily interpreted by instructors. To achieve this aim, we analysed fine grained trace data (from 3 offerings of an undergraduate online course, N=1068) to establish a comprehensive set of behaviour indicators aligned with the course design. The identified behaviour patterns, which we refer to as observed study strategies, proved to be associated with the student course performance. By examining the observed strategies of high and low performers throughout the course, we identified prototypical pathways associated with course success and failure. The proposed model and approach offers valuable insights for the provision of process-oriented feedback early in the course, and thus can aid learners in developing their capacity to succeed online.","Robert J. Brunner,Edward J. Kim",,2020
10.1145/3375462.3375498,,,Predicting learners' effortful behaviour in adaptive assessment using multimodal data,"Many factors influence learners' performance on an activity beyond the knowledge required. Learners' on-task effort has been acknowledged for strongly relating to their educational outcomes, reflecting how actively they are engaged in that activity. However, effort is not directly observable. Multimodal data can provide additional insights into the learning processes and may allow for effort estimation. This paper presents an approach for the classification of effort in an adaptive assessment context. Specifically, the behaviour of 32 students was captured during an adaptive self-assessment activity, using logs and physiological data (i.e., eye-tracking, EEG, wristband and facial expressions). We applied k-means to the multimodal data to cluster students' behavioural patterns. Next, we predicted students' effort to complete the upcoming task, based on the discovered behavioural patterns using a combination of Hidden Markov Models (HMMs) and the Viterbi algorithm. We also compared the results with other state-of-the-art classification algorithms (SVM, Random Forest). Our findings provide evidence that HMMs can encode the relationship between effort and behaviour (captured by the multimodal data) in a more efficient way than the other methods. Foremost, a practical implication of the approach is that the derived HMMs also pinpoint the moments to provide preventive/prescriptive feedback to the learners in real-time, by building-upon the relationship between behavioural patterns and the effort the learners are putting in.","Robert K. Atkinson,Sharon J. Derry,Alexander Renkl,Donald W. Wortham",,2020
10.1016/j.imu.2020.100330,,,Classification models for heart disease prediction using feature selection and PCA,"Abstract   The prediction of cardiac disease helps practitioners make more accurate decisions regarding patients' health. Therefore, the use of machine learning (ML) is a solution to reduce and understand the symptoms related to heart disease. The aim of this work is the proposal of a dimensionality reduction method and finding features of heart disease by applying a feature selection technique. The information used for this analysis was obtained from the UCI Machine Learning Repository called Heart Disease. The dataset contains 74 features and a label that we validated by six ML classifiers. Chi-square and principal component analysis (CHI-PCA) with random forests (RF) had the highest accuracy, with 98.7% for Cleveland, 99.0% for Hungarian, and 99.4% for Cleveland-Hungarian (CH) datasets. From the analysis, ChiSqSelector derived features of anatomical and physiological relevance, such as cholesterol, highest heart rate, chest pain, features related to ST depression, and heart vessels. The experimental results proved that the combination of chi-square with PCA obtains greater performance in most classifiers. The usage of PCA directly from the raw data computed lower results and would require greater dimensionality to improve the results.","Roger Azevedo,Dragan Gasevic",Informatics in Medicine Unlocked,2020
10.1108/idd-09-2019-0070,,,Educational data mining: a systematic review of research and emerging trends,"Educational data mining (EDM) and learning analytics, which are highly related subjects but have different definitions and focuses, have enabled instructors to obtain a holistic view of student progress and trigger corresponding decision-making. Furthermore, the automation part of EDM is closer to the concept of artificial intelligence. Due to the wide applications of artificial intelligence in assorted fields, the authors are curious about the state-of-art of related applications in Education.,This study focused on systematically reviewing 1,219 EDM studies that were searched from five digital databases based on a strict search procedure. Although 33 reviews were attempted to synthesize research literature, several research gaps were identified. A comprehensive and systematic review report is needed to show us: what research trends can be revealed and what major research topics and open issues are existed in EDM research.,Results show that the EDM research has moved toward the early majority stage; EDM publications are mainly contributed by “actual analysis” category; machine learning or even deep learning algorithms have been widely adopted, but collecting actual larger data sets for EDM research is rare, especially in K-12. Four major research topics, including prediction of performance, decision support for teachers and learners, detection of behaviors and learner modeling and comparison or optimization of algorithms, have been identified. Some open issues and future research directions in EDM field are also put forward.,Limitations for this search method include the likelihood of missing EDM research that was not captured through these portals.,This systematic review has not only reported the research trends of EDM but also discussed open issues to direct future research. Finally, it is concluded that the state-of-art of EDM research is far from the ideal of artificial intelligence and the automatic support part for teaching and learning in EDM may need improvement in the future work.","Rong Tang,Rong Tang,Watinee Sae-Lim",,2020
10.1016/j.jocs.2020.101130,,,Cross-correlation dynamics and community structures of cryptocurrencies,"Abstract   Cryptocurrencies have become a prominent investment tool recently with increasing interest in them and their relationships with stock and foreign exchange markets. We analyze here the cross-correlations of price changes of different cryptocurrencies using Random Matrix Theory and extract community structures by constructing minimum spanning trees, finding their eigenvalues contrast sharply with universal predictions of Random Matrix Theory. We reveal distinct transient community structures among different groupings of cryptocurrencies. By studying the cross-correlation dynamics of sub-communities we find evidence of collective behaviour. Furthermore, we compare eigenvalue changes and find prominent groupings following a community trend, useful for creating cryptocurrency portfolios.","Ronny Scherer,Fazilat Siddiq,Bárbara Sánchez Viveros",Journal of Computational Science,2020
10.1016/j.physrep.2016.10.005,,,Cleaning large correlation matrices: Tools from Random Matrix Theory,"This review covers recent results concerning the estimation of large covariance matrices using tools from Random Matrix Theory (RMT). We introduce several RMT methods and analytical techniques, such as the Replica formalism and Free Probability, with an emphasis on the Marchenko-Pastur equation that provides information on the resolvent of multiplicatively corrupted noisy matrices. Special care is devoted to the statistics of the eigenvectors of the empirical correlation matrix, which turn out to be crucial for many applications. We show in particular how these results can be used to build consistent ""Rotationally Invariant"" estimators (RIE) for large correlation matrices when there is no prior on the structure of the underlying process. The last part of this review is dedicated to some real-world applications within financial markets as a case in point. We establish empirically the efficacy of the RIE framework, which is found to be superior in this case to all previously proposed methods. The case of additively (rather than multiplicatively) corrupted noisy matrices is also dealt with in a special Appendix. Several open problems and interesting technical developments are discussed throughout the paper.",Ruey-Shiang Shaw,Physics Reports,2017
10.1016/j.chb.2020.106674,,,Assessing program-level learning strategies in MOOCs,"Abstract   Massive Open Online Courses have provided researchers with considerable opportunities to assess student learning within technically mediated online environments. However, for most reported studies, analyses are conducted from a single MOOC or over multiple MOOCs with different learner enrolments. Thus, this limits the opportunities to assess the changing behavior of learners over time. In this paper, the behavioral engagement of 175 students was examined, who were enrolled in a professional development study program consisting of four different MOOCs, comprising a complete program of study. A comprehensive analysis was conducted to understand the changing behavior of learners within each course and across the MOOC program. To do this, we used latent class analysis, a clustering technique widely used in other fields, but mostly unexplored within educational technology research. Our results revealed six weekly learning strategies based on student course engagement and three different program-level learning strategies, which not only differed in their learning behavior but also their final academic outcomes. Our study also showed substantial effects of MOOC course design on the level of student engagement in the courses. The results and implications are further discussed.","Rui Ting Wu,Y Tu,Quynh Lê,Bronwyn Reynolds",Computers in Human Behavior,2020
,,,Early Detection of Students at Risk – Predicting Student Dropouts Using Administrative Student Data and Machine Learning Methods,"To successfully reduce student attrition, it is imperative to understand what the underlying determinants of attrition are and which students are at risk of dropping out. We develop an early detection system (EDS) using administrative student data from a state and a private university to predict student success as a basis for a targeted intervention. The EDS uses regression analysis, neural networks, decision trees, and the AdaBoost algorithm to identify student characteristics which distinguish potential dropouts from graduates. Prediction accuracy at the end of the first semester is 79% for the state university and 85% for the private university of applied sciences. After the fourth semester, the accuracy improves to 90% for the state university and 95% for the private university of applied sciences.","Ryan S. Baker,George Siemens",,2018
,,,Financial Applications of Random Matrix Theory: a short review,"We discuss the applications of Random Matrix Theory in the context of financial markets and econometric models, a topic about which a considerable number of papers have been devoted to in the last decade. This mini-review is intended to guide the reader through various theoretical results (the Marcenko-Pastur spectrum and its various generalisations, random SVD, free matrices, largest eigenvalue statistics, etc.) as well as some concrete applications to portfolio optimisation and out-of-sample risk estimation.","Ryan S. Baker,Kalina Yacef",,2009
10.4236/jcc.2021.96003,,,Network Modelling and Visualisation Analysis of the Undergraduate Dental Curriculum System in China,"Objectives: This study aims to present the characteristics of the undergraduate dental curriculum system using network modelling and visualisation analysis based on complex network theory, thus providing a theoretical foundation for the course development and curriculum reform. Methods: The correlation coefficient was used to quantify the intensity of the correlation between courses, and a visualisation complex network of the dental curriculum was built to explore the curriculum pattern from a dynamic perspective. Further, the statistical measurements of curriculum network were adopted to express the most relevant topological features. Subsequently, the minimum spanning tree and parallel coordinates plot were drawn to explore the curriculum community structure, quantify the key courses, and present different courses in time and space relationships. Results: The correlation analysis results show that the courses are closely related to each other. The main courses focus on pathology, pathophysiology, oral anatomy and physiology, closely connecting almost all medicine-related courses. The whole course network has an average degree value of 41.53, and a clustering coefficient of 0.78, indicating an obvious small-world characteristic. From the perspective of curriculum attributes, the number of public and theoretical courses was more than that of skills and practical courses. Moreover, the academic performance of skills and practical courses was lower than that of public and theoretical courses. Conclusion: The undergraduate dental courses have a progressive structure from basic professional knowledge to professional skills, which is reasonable for the dental education in China. However, some efforts towards curriculum reform based on this study are needed.","Ryan S. Baker,Paul Salvador Inventado",Journal of Computational Chemistry,2021
,,,Students’ Behaviours in using Learning Resources in Higher Education: How do behaviours reflect success in Programming Education?,"Programming education traditionally has been an important part of Information Technology-related degrees but, more recently, it is also becoming essential in many STEM domains as well. Despite this, drop-out rates in programming courses in higher education institutions are considerable and cannot be ignored. At the same time, analysing learning behaviours has been reported to be an effective way to support the improvement of teaching and learning quality. This article aims to deliver an in-depth analysis of students’ learning behaviours when using course material items. We analyse an introductory programming course at a University in Dublin. The dataset is extracted from automatically logged learning data from a bespoke online learning system. The analysis makes use of the power of Principal Component Analysis and Random Matrix Theory to reduce dimensionality in, and to extract information from, the data, verifying the results with rigorous statistical tests. Overall, we found that all the students follow a common learning pattern in accessing all given learning items. However, there is a noticeable difference between higher and lower-performing cohorts of students when using practical and theoretical learning items. The high performing students have been consistently active in practice during the study progress. On the other hand, the students who failed the exam have more recorded activities in reading lecture notes and appear to become discouraged and unmotivated from the practical activities, especially in the later stage of the semester.","S. Rao,Vive Kumar,Vive Kumar",,2021
10.1007/978-3-540-89208-3_324,,,Influence of Mental Stress on Heart Rate and Heart Rate Variability,"Stress is a huge problem in today’s society. Being able to measure stress, therefore, may help to address this problem. Although stress has a psychological origin, it affects several physiological processes in the human body: increased muscle tension in the neck, change in concentration of several hormones and a change in heart rate (HR) and heart rate variability (HRV). The brain innervates the heart by means of stimuli via the Autonomic Nervous System (ANS), which is divided into sympathetic and parasympathetic branches. The sympathetic activity leads to an increase in HR (e.g. during sports exercise), while parasympathetic activity induces a lower HR (e.g. during sleep). The two circuits are constantly interacting and this interaction is reflected in HRV. HRV, therefore, provides a measure to express the activity of the ANS, and may consequently provide a measure for stress. We therefore explored measures of HR and HRV with an imposed stressful situation. We recorded changes in HR and HRV in a group of 28 subjects at rest, and with a mental stressor. The results suggest that HR and HRV change with a mental task. HR and HRV recordings may have the potential, therefore, to measure stress levels and guide preventive measures to reduce stress related illnesses.","Sagar Parihar,Ziyaan Dadachanji,Praveen Kumar Singh,Rajdeep Das,Amey Karkare,Arnab Bhattacharya",,2009
